,tweets
105,"['marluvkopi', 'in', datetime.datetime(2019, 11, 10, 7, 26, 14), 0, '@_farahfa @mrtjakarta 1 set kunci dan kartu saya juga terjatuh di @mrtjakarta benhil dan langsung diamankan, padahal jatuhnya di sela2 jalan kereta. terima kasih MRT...sukses selalu', 'Jakarta,  Indonesia']"
106,"['AngelaWuu98', 'in', datetime.datetime(2019, 11, 10, 7, 16, 29), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', '']"
107,"['trilaksono_hani', 'in', datetime.datetime(2019, 11, 10, 7, 4, 21), 0, '@WR_4AG226 masinis @mrtjakarta', '']"
108,"['purkaimun', 'in', datetime.datetime(2019, 11, 10, 6, 12, 12), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', 'Green Hasanuddin']"
109,"['nikokristianto', 'in', datetime.datetime(2019, 11, 10, 5, 57, 47), 1, 'Pak @aniesbaswedan kapan halte @PT_TransJakarta CSW terkoneksi dengan stasiun @mrtjakarta ASEAN?', 'between heaven and earth']"
110,"['getur_', 'in', datetime.datetime(2019, 11, 10, 5, 32, 2), 0, '@mrtjakarta Ok thanks infonya min', 'Bandung, Jawa Barat']"
111,"['kyaaaalin', 'in', datetime.datetime(2019, 11, 10, 5, 23, 58), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', '']"
112,"['prayudhaaa2', 'in', datetime.datetime(2019, 11, 10, 5, 0, 45), 2, 'RT @yadiwinarto: Contoh: \n\n“Eh tau nggak sih lo? Sekarang kalau mau naik @mrtjakarta dari ragunan udah bisa langsung naik TJ lho!” \n\nJadi S…', 'Depok-Bandung-Depok']"
113,"['bonadjalins', 'in', datetime.datetime(2019, 11, 10, 4, 59, 3), 0, 'Nemu dompet di sta MRT Fatma wati, sudah diserahkan kepada petugas.\n\n@mrtjakarta https://t.co/ksYpK9hMqk', '']"
114,"['Seniagusnia92', 'in', datetime.datetime(2019, 11, 10, 4, 34, 58), 0, 'Olahraga dan naik @mrtjakarta hal hasil foto sama Tae💜💜💜💜💜 https://t.co/sUFlRPb71Y', 'DKI Jakarta']"
115,"['asrulole', 'in', datetime.datetime(2019, 11, 10, 4, 4, 26), 0, '@mrtjakarta Terima kasih ya sudah membalas. Sangat fast response', 'South Jakarta']"
116,"['asrulole', 'in', datetime.datetime(2019, 11, 10, 3, 49, 55), 0, '@mrtjakarta Haai. Saya habis bertanya sesuatu di DM. Tolong dibalas yak', 'South Jakarta']"
117,"['destycesilia', 'in', datetime.datetime(2019, 11, 10, 3, 48, 23), 0, 'Disaat @mrtjakarta menjanjikan waktu kedatangan yg konsisten, @CommuterLine nunggu 40 menit jg gaada kejelasan. Cuma hobi bikin lari2an yg ujung2nya ketinggalan dan nunggu lama habis itu desek2 di dalem', '']"
118,"['oktavni_', 'in', datetime.datetime(2019, 11, 10, 3, 34, 37), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', 'Cirebon, Jawa Barat']"
119,"['anggur_ott', 'in', datetime.datetime(2019, 11, 10, 3, 33, 54), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', 'Jermyn, PA']"
120,"['chikaputriandin', 'in', datetime.datetime(2019, 11, 10, 2, 35, 18), 0, '@PT_TransJakarta @irsanosan @anindyakana @CommuterLine @mrtjakarta Oh iya min lupa padahal kmrn baru naik 5C pgc harmoni wkwkwk :((', 'Jakarta']"
121,"['monicchrist_', 'in', datetime.datetime(2019, 11, 10, 2, 28, 42), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', 'can you fix the broken?']"
122,"['adiinism', 'in', datetime.datetime(2019, 11, 10, 2, 18, 37), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', '']"
123,"['elviarynda', 'in', datetime.datetime(2019, 11, 10, 2, 17, 36), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', 'mars']"
124,"['misterjokeer', 'in', datetime.datetime(2019, 11, 10, 2, 8, 46), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', 'sub']"
125,"['mirohmp3', 'in', datetime.datetime(2019, 11, 10, 2, 6, 35), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', 'San Francisco, USA']"
126,"['vinoncooma', 'in', datetime.datetime(2019, 11, 10, 2, 2, 54), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', ""fangirl's room""]"
127,"['skrptr', 'in', datetime.datetime(2019, 11, 10, 1, 58, 8), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', 'depression island']"
128,"['gkpahamlg', 'in', datetime.datetime(2019, 11, 10, 1, 56, 26), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', '']"
129,"['sweetkarmaaa', 'in', datetime.datetime(2019, 11, 10, 1, 56, 24), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', 'Jakarta Selatan, DKI Jakarta']"
130,"['H0jich4', 'in', datetime.datetime(2019, 11, 10, 1, 56, 8), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', '']"
131,"['PT_TransJakarta', 'in', datetime.datetime(2019, 11, 10, 1, 56, 4), 0, '@chikaputriandin @irsanosan @anindyakana @CommuterLine @mrtjakarta Silakan naik rute 5D: PGC - Ancol sedangkan untuk rute 5C marupakan rute PGC - Harmoni. Terima kasih ~IM', 'Jakarta']"
132,"['chikaputriandin', 'in', datetime.datetime(2019, 11, 10, 1, 54, 50), 0, '@irsanosan @anindyakana @PT_TransJakarta @CommuterLine @mrtjakarta Kalo mau naik busway naik D11 depok - bkn \nNanti naik arah ancol koridor no 5C atau 5D pgc ancol', 'Jakarta']"
133,"['ohishilinxx', 'in', datetime.datetime(2019, 11, 10, 1, 54, 45), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', '']"
134,"['Richo_Marthen', 'in', datetime.datetime(2019, 11, 10, 1, 54, 16), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', 'Dimana weh kepo']"
135,"['kekirikirian', 'in', datetime.datetime(2019, 11, 10, 1, 53, 39), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', 'Tangerang, Indonesien']"
136,"['hoejicam', 'in', datetime.datetime(2019, 11, 10, 1, 52, 43), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', 'acid']"
137,"['Zleamysk_', 'in', datetime.datetime(2019, 11, 10, 1, 51, 45), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', 'Surakarta']"
138,"['akutuhsiapasiih', 'in', datetime.datetime(2019, 11, 10, 1, 50, 43), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', 'tuh disitu']"
139,"['de_deajeng', 'in', datetime.datetime(2019, 11, 10, 1, 50, 21), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', 'batam']"
140,"['chikaputriandin', 'in', datetime.datetime(2019, 11, 10, 1, 49, 47), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', 'Jakarta']"
141,"['Chikacikcikcik', 'in', datetime.datetime(2019, 11, 10, 1, 49, 45), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', '']"
142,"['orecholic', 'in', datetime.datetime(2019, 11, 10, 1, 49, 30), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', '']"
143,"['oreranoneiro', 'in', datetime.datetime(2019, 11, 10, 1, 49, 2), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', '']"
144,"['girlypink_', 'in', datetime.datetime(2019, 11, 10, 1, 48, 50), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', 'Jakarta Barat, DKI Jakarta']"
145,"['mohdryanht', 'in', datetime.datetime(2019, 11, 10, 1, 48, 35), 11, 'RT @indah_ss: @anindyakana @TfJakarta @PT_TransJakarta @CommuterLine @mrtjakarta Integrasi KRL dengan kereta bandara Railink di stasiun Dur…', 'Sumatera Selatan, Indonesia']"
146,"['mohdryanht', 'in', datetime.datetime(2019, 11, 10, 1, 48, 32), 5, 'RT @indah_ss: @anindyakana @PT_TransJakarta @CommuterLine @mrtjakarta Integrasi Kereta Bandara Railink dengan KRL, MRT dan TJ di stasiun Su…', 'Sumatera Selatan, Indonesia']"
147,"['mohdryanht', 'in', datetime.datetime(2019, 11, 10, 1, 48, 28), 8, 'RT @indah_ss: @anindyakana @TfJakarta @PT_TransJakarta @CommuterLine @mrtjakarta Integrasi Transjakarta dengan kereta bandara Railink di Du…', 'Sumatera Selatan, Indonesia']"
148,"['laras_nrn', 'in', datetime.datetime(2019, 11, 10, 1, 48, 14), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', '']"
149,"['mohdryanht', 'in', datetime.datetime(2019, 11, 10, 1, 48, 9), 48, 'RT @anindyakana: @tyan_yr On a side note:\n\nRute \n@PT_TransJakarta, @CommuterLine, dan @mrtjakarta menuju beberapa taman di Jakarta (+ Perpu…', 'Sumatera Selatan, Indonesia']"
150,"['tyaaaayoung', 'in', datetime.datetime(2019, 11, 10, 1, 48), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', '']"
151,"['mohdryanht', 'in', datetime.datetime(2019, 11, 10, 1, 47, 59), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', 'Sumatera Selatan, Indonesia']"
152,"['4r4r4njin666', 'in', datetime.datetime(2019, 11, 10, 1, 47, 50), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', '']"
153,"['OmMadre', 'in', datetime.datetime(2019, 11, 10, 1, 47, 34), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', 'Manchester, England']"
154,"['Aqmarichy', 'in', datetime.datetime(2019, 11, 10, 1, 47, 21), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', '+62 21']"
155,"['vousnnevoyes', 'in', datetime.datetime(2019, 11, 10, 1, 46, 33), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', '']"
156,"['infocarfreeday_', 'in', datetime.datetime(2019, 11, 10, 1, 43, 55), 0, 'Area Dukuh Atas sepi kegiatan kebugaran, warga padati taman @mrtjakarta .\n\n#infocarfreeday #hbkb https://t.co/bAx8294JXH', '(62) 88 88 60 20 20']"
157,"['nikoyd', 'in', datetime.datetime(2019, 11, 10, 1, 16, 52), 1, 'RT @_farahfa: Makasih banyak @mrtjakarta !!!! Semua petugas dan staffnya sangat baik (yg di Haji Nawi dan Lebak Bulus). Blanjaan saya ketin…', 'Jakarta id']"
158,"['jodaya_56', 'in', datetime.datetime(2019, 11, 10, 0, 56, 56), 0, 'Ikon MRT jg baiknya pake yg lama aja krn lbih bagus, warna dasar sbg pembeda lin 😬 @mrtjakarta', 'Bekasi']"
159,"['jodaya_56', 'in', datetime.datetime(2019, 11, 10, 0, 54, 47), 0, 'Mock up wayfinding Blok M nya @mrtjakarta \nPeta harga tiket sgt membantu, petunjuk exit lebih baik dr sblmnya krn mudah diidentifikasi dgn warna kuning sbg pembeda, tapi signage penunjuk jalur lebih jelek krn warna birunya beda &amp; font nya sepertinya jg beda https://t.co/KPnwqTYUN8', 'Bekasi']"
160,"['AlvaroDeBazan2', 'in', datetime.datetime(2019, 11, 10, 0, 20, 34), 1, 'RT @qronoz: Anak Jaksel punya @mrtjakarta nyambung @plaza_blokm. Anak Gading punya @lrtjkt nyambung MKG. Mantep juga nih mal ngorbanin 1 la…', '']"
161,"['powerpuffyo', 'in', datetime.datetime(2019, 11, 9, 22, 49, 29), 0, '@AnindyaKW @CommuterLine @mrtjakarta @lrtjkt monmaap ka avita maksudnya 😂', 'ÜT: -6.1915865,106.8405242']"
162,"['powerpuffyo', 'in', datetime.datetime(2019, 11, 9, 22, 39, 33), 0, '@AnindyaKW @CommuterLine @mrtjakarta @lrtjkt dan setauku popbox itu bukannya kayak drop barang gitu ya ka? aku pernah liat ka anita ngambil paket dari oriflame di popbox sta cikini. aku sendiri belum prernah coba', 'ÜT: -6.1915865,106.8405242']"
163,"['powerpuffyo', 'in', datetime.datetime(2019, 11, 9, 22, 36, 2), 0, '@AnindyaKW @CommuterLine @mrtjakarta @lrtjkt iya ada ka tapi ga di semua stasiun/mrt ada ka. misal gue mau ke bojong atau ke cilebut. jadi baru ada di stasiun besar doang gitu maksudnyaaa.', 'ÜT: -6.1915865,106.8405242']"
164,"['powerpuffyo', 'in', datetime.datetime(2019, 11, 9, 22, 27, 44), 0, '@CommuterLine @mrtjakarta @lrtjkt terimakasih responnya. biar kalo ada yang mau pergi ke beberapa tempat dalam 1 hari tapi bawaan banyak ga rungsing nenteng/gembolnya jadi bisa nitip dulu di loker kituuu :)', 'ÜT: -6.1915865,106.8405242']"
165,"['CommuterLine', 'in', datetime.datetime(2019, 11, 9, 22, 25, 47), 0, '@powerpuffyo @mrtjakarta @lrtjkt Selamat pagi. Terima kasih atas saran yang disampaikan. Hal tersebut kami evaluasi kembali guna pelayanan yang lebih baik lagi.', 'Jakarta Pusat']"
166,"['powerpuffyo', 'in', datetime.datetime(2019, 11, 9, 22, 21, 53), 0, 'seandainya di stasiun ada tempat penyewaan loker. harus di cc ke @CommuterLine @mrtjakarta @lrtjkt \n\nplisss didengar plisss 🙏', 'ÜT: -6.1915865,106.8405242']"
167,"['dhinirmala', 'in', datetime.datetime(2019, 11, 9, 17, 53, 25), 0, '@abcdlok_ @tokopedia @mrtjakarta @BTS_twt ASEAN juga ada', 'BTS WORLD']"
168,"['dhinirmala', 'in', datetime.datetime(2019, 11, 9, 17, 53, 15), 0, '@abcdlok_ @tokopedia @mrtjakarta @BTS_twt Hai @abcdlok_  di Bundaran HI lebih banyak', 'BTS WORLD']"
169,"['A_Uziii', 'in', datetime.datetime(2019, 11, 9, 14, 26, 16), 0, '@mrtjakarta @wildzzn Apakah di stasiun mrt sudah ada parkir sepeda yang aman nyaman dan gak kehujanan?', '']"
170,"['dianirmabike', 'in', datetime.datetime(2019, 11, 9, 14, 23, 54), 1, 'RT @wildzzn: @mrtjakarta min kalo sepeda nya bukan sepeda lipat bisa masuk mrt ga?', 'Jakarta Pusat, DKI Jakarta']"
171,"['patricgagah', 'in', datetime.datetime(2019, 11, 9, 13, 21, 40), 0, 'Sekedar opini pribadi. Suara announce-nya di dalam kereta @mrtjakarta terdengar terlalu keras.   Opini pribadi loh ini.', '']"
172,"['rullyburhanz', 'in', datetime.datetime(2019, 11, 9, 13, 13, 21), 12, 'RT @mrtjakarta: Selamat Memperingati Maulid Nabi Muhammad SAW, 1441 Hijriyah.\n\n#MRTJakarta\n#UbahJakarta https://t.co/g6oUEj0UT0', 'Bebas asal sopan']"
173,"['kevwell1', 'in', datetime.datetime(2019, 11, 9, 13, 0, 30), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', '']"
174,"['_farahfa', 'in', datetime.datetime(2019, 11, 9, 12, 50), 1, 'Makasih banyak @mrtjakarta !!!! Semua petugas dan staffnya sangat baik (yg di Haji Nawi dan Lebak Bulus). Blanjaan saya ketinggalan dan diamanin. Dikabarinnya pun bahkan ga sampe sejam stlh pelaporan. Mantap!', 'Di sebelah kanan neraka']"
175,"['marita_asrie', 'in', datetime.datetime(2019, 11, 9, 12, 49, 47), 0, 'dear @mrtjakarta, tlg untuk loket beli sama tukar dipisah, kyak KRL aja', 'Bogor']"
176,"['EpiphaniaKim', 'in', datetime.datetime(2019, 11, 9, 11, 32, 33), 2, 'RT @peachyychimm: Mereka beneran ada dimana2 dong😭, masuk MRT langsung banyak banget yang foto! Bukan cuman army, bapak2 sampe ibu2 juga fo…', '']"
177,"['ahrivai_', 'in', datetime.datetime(2019, 11, 9, 11, 28, 38), 0, '@mrtjakarta min kereta menuju Lebak bulus terakhir jam berapa ya', 'Jakarta - Palembang']"
178,"['nandafitsu', 'in', datetime.datetime(2019, 11, 9, 10, 30, 8), 0, 'Sore min jadwal @mrtjakarta ke istora mandiri dari 17.30 - 18.00 ada jam berapa aja ya? Makasih..', 'jakarta']"
179,"['purple_v3012', 'in', datetime.datetime(2019, 11, 9, 10, 16, 35), 2, 'RT @peachyychimm: Mereka beneran ada dimana2 dong😭, masuk MRT langsung banyak banget yang foto! Bukan cuman army, bapak2 sampe ibu2 juga fo…', '']"
180,"['peachyychimm', 'in', datetime.datetime(2019, 11, 9, 10, 3, 8), 2, 'Mereka beneran ada dimana2 dong😭, masuk MRT langsung banyak banget yang foto! Bukan cuman army, bapak2 sampe ibu2 juga foto sama OT7 punya😂❤. Liat gini doang happy banget! Thankyou so much @tokopedia @mrtjakarta !✨\n\n#TokopediaxBTS @BTS_twt https://t.co/URwAMqZhL9', '@jicaeya']"
181,"['qronoz', 'in', datetime.datetime(2019, 11, 9, 10, 3, 6), 1, 'Anak Jaksel punya @mrtjakarta nyambung @plaza_blokm. Anak Gading punya @lrtjkt nyambung MKG. Mantep juga nih mal ngorbanin 1 lane dia buat jalur jalan kaki dari/ke stasiun LRT 👍 https://t.co/u3Sg5Z1O7p', 'Jakarta, Indonesia']"
182,"['nurinfy', 'in', datetime.datetime(2019, 11, 9, 9, 17, 51), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', '']"
183,"['parto_bangun', 'in', datetime.datetime(2019, 11, 9, 8, 30, 11), 0, 'Stadion Lebak Bulus tempo itu, kini sudah jadi terminal @mrtjakarta\n\n#stadion #fakirstadion #stadion #lebakbulus #mrt @ Stadion Lebak Bulus https://t.co/TsiruFG1Y3', 'Jakarta -Indonesia']"
184,"['abcdlok_', 'in', datetime.datetime(2019, 11, 9, 8, 20, 32), 0, '@dhinirmala @tokopedia @mrtjakarta @BTS_twt mau tanyaa dong, ini stasiun mrt manan?? disemua stasiun aa apa gmnn hehe', '']"
185,"['agussari', 'in', datetime.datetime(2019, 11, 9, 7, 18, 36), 1, 'RT @shiwie06: @agussari @_haye_ @newsplatter Anjing confirm tdk boleh. Gw sdh pernah ty @mrtjakarta', 'ÜT: -6.212443,106.809278']"
186,"['shiwie06', 'in', datetime.datetime(2019, 11, 9, 7, 18, 5), 1, '@agussari @_haye_ @newsplatter Anjing confirm tdk boleh. Gw sdh pernah ty @mrtjakarta', '❤️']"
187,"['thecocopost', 'in', datetime.datetime(2019, 11, 9, 6, 46, 40), 12, 'RT @mrtjakarta: Selamat Memperingati Maulid Nabi Muhammad SAW, 1441 Hijriyah.\n\n#MRTJakarta\n#UbahJakarta https://t.co/g6oUEj0UT0', 'Kota Malang']"
188,"['tianhp789', 'in', datetime.datetime(2019, 11, 9, 6, 25, 39), 0, 'Jauh2 dari medan cuma kepengen naik @mrtjakarta 🚈🚈\n____________________________________________________________\n.\n.\n.\n.\n.\n.\n#weekend #familytime #cousin #mrtjkt #family #wife https://t.co/GLuQdkNvwV', 'Jakarta']"
189,"['wildzzn', 'in', datetime.datetime(2019, 11, 9, 6, 7, 56), 1, '@mrtjakarta min kalo sepeda nya bukan sepeda lipat bisa masuk mrt ga?', 'Indonesia']"
190,"['RyanBakkaru', 'in', datetime.datetime(2019, 11, 9, 6, 7), 12, 'RT @mrtjakarta: Selamat Memperingati Maulid Nabi Muhammad SAW, 1441 Hijriyah.\n\n#MRTJakarta\n#UbahJakarta https://t.co/g6oUEj0UT0', 'Bekas Ibukota Jakarta']"
191,"['dkssltk610', 'in', datetime.datetime(2019, 11, 9, 4, 13, 50), 3932, 'RT @anindyakana: Buat warga Jabodetabek yg suka janjian di mal naik mobil/taksi, yuk kurangi emisi karbon (+budget parkir) dgn naik transpo…', 'Hogwarts']"
192,"['teguh_siek', 'in', datetime.datetime(2019, 11, 9, 3, 54, 16), 12, 'RT @mrtjakarta: Selamat Memperingati Maulid Nabi Muhammad SAW, 1441 Hijriyah.\n\n#MRTJakarta\n#UbahJakarta https://t.co/g6oUEj0UT0', 'Jakarta, Indonesia']"
193,"['pramnip', 'in', datetime.datetime(2019, 11, 9, 3, 50, 55), 12, 'RT @mrtjakarta: Selamat Memperingati Maulid Nabi Muhammad SAW, 1441 Hijriyah.\n\n#MRTJakarta\n#UbahJakarta https://t.co/g6oUEj0UT0', 'Jakarta Pusat, DKI Jakarta']"
194,"['aliyahdewi', 'in', datetime.datetime(2019, 11, 9, 3, 50, 29), 0, 'Gue baru kemaren nyobain @mrtjakarta dari Setia Budi-Senayan-Bunderan HI, keluar masuknya ga terintegrasi dgn gedung2 mall/ perkantoran seperti MRT di negara2 lain. Mungkin di stasiun yg lain udah terintegrasi?', '']"
